English,Dutch
brightness,helderheid
brilliant,briljant
brim,rand
brimming,boordevol
brimstone,zwavel
brine,pekel
bring,brengen
brink,rand
brisk,levendig
bristle,borstel
brittle,broos
broadcast,uitzending
broadside,volle laag
brocade,brokaat
brochure,brochure
broil,braden
broke,brak
broken,gebroken
broker,makelaar
brokerage,makelarij
bronco,bronco
bronze,bronzen
brood,kroost
brooding,broeden
brook,beek
broom,bezem
broth,bouillon
brothel,bordeel
brother,broer
brotherhood,broederschap
brotherly,broederlijk
brow,voorhoofd
brown,bruin
bruise,kneuzing
brunette,brunette
brunt,dupe
brush,borstel
brutal,brutaal
brutality,beestachtigheid
brute,bruut
bubble,zeepbel
bubbling,bubbling
buck,reebok
bucket,emmer
buckle,gesp
buckled,geknikt
bud,kiem
buddy,makker
budge,verroeren
budget,budget
buffalo,buffel
buffer,buffer
buffet,buffet
bug,kever
bugaboo,boeman
buggy,buggy
bugle,hoorn
build,bouwen
builder,bouwer
building,gebouw
buildings,gebouwen
bulb,gloeilamp
bulbous,knolvormig
bulge,ronding
bulk,grootste deel
bulkhead,waterdicht schot
bulky,omvangrijk
bull,Stier
bulldog,bulldog
bulldozer,bulldozer
bullet,kogel
bulletin,bulletin
bulletproof,kogelvrij
bullock,os
bully,bullebak
bulwark,bolwerk
bum,achterste
bummer,klaploper
bump,bult
bun,bun
bunch,bos
bundle,bundel
bungalow,bungalow
bunk,slaapbank
bunker,bunker
bunt,stoot
buoy,boei
buoyancy,opgewektheid
bur,klis
burden,last
burdensome,zwaar
bureau,bureau
bureaucracy,bureaucratie
bureaucrat,bureaucraat
burglar,inbreker
burglary,inbraak
burial,begrafenis
buried,begraven
burke,Burke
burlap,jute
burlesque,klucht
burly,potig
burn,brandwond
burner,brander
burning,brandend
burnished,gepolijst
burnout,burn-out
burnt,verbrand
burr,braam
burrow,hol
bursary,studiebeurs
bury,begraven
bus,bus
bush,struik
bushel,schepel
bushy,ruig
business,bedrijf
buss,Buss
bust,buste
busted,opgepakt
bustle,drukte
bustling,druk
busy,druk
butane,butaan
butcher,slager
butler,butler
butt,mikpunt
butter,boter
butterfly,vlinder
buttery,boterachtig
buttock,bil
button,knop
buttress,steunpilaar
buxom,mollig
buy,kopen
buyer,koper
buying,buying
buzz,gezoem
buzzed,gonsde
buzzer,zoemer
bye,vaarwel
bygone,vervlogen
bylaw,bylaw
bystander,omstander
byte,byte
cab,taxi
cabal,kliek
cabbage,kool
cabin,cabine
cabinet,kabinet
cable,kabel
cabriolet,cabriolet
cache,cache
cacophony,cacofonie
cad,ploert
cadaver,kadaver
caddy,caddy
cadence,cadans
cadet,cadet
cafe,café
cage,kooi
cairn,steenhoop
cake,taart
calamity,onheil
calcareous,kalkhoudende
calculate,berekenen
calculated,berekend
calculating,berekenen
calculation,berekening
calculator,rekenmachine
calculus,rekening
calendar,kalender
calender,kalender
calf,kalf
caliber,kaliber
calibrate,kalibreren
calico,calico
calipers,remklauwen
call,telefoontje
calligraphy,schoonschrift
calling,roeping
callous,hardvochtig
calls,gesprekken
calm,kalm
calmness,kalmte
caloric,warmte
calorie,calorie
calorimeter,kalorimeter
cam,kam
camber,welving
camel,kameel
cameo,camee
cameraman,cameraman
camisole,hemdje
camouflage,camouflage
camouflaged,gecamoufleerd
camp,kamp
campaign,campagne
campaigner,veteraan
campaigning,campagne
campus,campus
canal,kanaal
canary,kanarie
cancel,annuleren
canceling,annuleren
cancellation,annulering
cancer,kanker
candid,openhartig
candidacy,kandidatuur
candidate,kandidaat
candied,geglaceerd
candle,kaars
candlelight,kaarslicht
candlestick,kandelaar
candor,openhartigheid
candy,snoep
cane,riet
canine,hoektand
canister,busje
canker,kanker
cannibal,kannibaal
cannibalism,kannibalisme
canning,inblikken
cannon,kanon
canoe,kano
canon,canon
canonical,kanoniek
canons,canons
canopy,baldakijn
canteen,kantine
canterbury,Canterbury
cantilever,console
canto,zang
canton,kanton
canvas,canvas
canvass,werven
cap,pet
capability,geschiktheid
capable,in staat
capacity,hoedanigheid
cape,kaap
caper,kappertje
capillary,capillair
capital,hoofdstad
capitalist,kapitalist
capitals,hoofdsteden
capitation,capitation
capitol,Capitol
capitulation,capitulatie
caprice,gril
capricious,grillig
caps,caps
capsule,capsule
captain,captain
caption,onderschrift
captivate,boeien
captivating,boeiende
captive,gevangene
captivity,gevangenschap
captor,vanger
capture,vangen
car,auto
caramel,karamel
carat,karaat
caravan,caravan
carbon,koolstof
carcass,karkas
carcinoma,carcinoom
card,kaart
cardigan,cardigan
cardinal,kardinaal
cardiomyopathy,cardiomyopathie
cards,kaarten
care,zorg
career,carrière
careful,voorzichtig
carefully,voorzichtig
carelessness,slordigheid
caress,strelen
caret,dakje
caretaker,huisbewaarder
cargo,cargo
caribou,Caribou
caricature,karikatuur
caries,cariës
carnage,bloedbad
carnal,vleselijk
carnation,anjer
carnivorous,vleesetend
carol,Carol
carousel,carrousel
carpenter,timmerman
carriage,vervoer
carried,uitgevoerd
carrier,carrier
carry,dragen
carrying,vervoer
cart,kar
cartel,kartel
carter,voerman
cartilage,kraakbeen
cartographic,cartografische
cartography,cartografie
cartoon,spotprent
cartouche,cartouche
cartridge,patroon
carve,snijden
carver,voorsnijder
carving,snijwerk
cascade,cascade
case,geval
casein,caseïne
cash,geld
cashier,kassier
cashmere,kasjmier
casing,omhulsel
casino,casino
cask,vat
casket,kistje
cast,gegoten
caste,kaste
caster,gieter
castle,kasteel
castor,castor
casual,toevallig
casually,toevallig
casualty,ongeval
cat,kat
catabolism,katabolisme
catalog,catalogus
catalogue,catalogus
catalysis,katalyse
catalytic,katalytische
catamaran,katamaran
catapult,katapult
cataract,staar
catastrophe,catastrofe
catch,vangst
catching,vangen
catechism,catechismus
categorical,categorisch
category,categorie
cater,catering
caterer,cateraar
caterpillar,rups
cates,caten
cathartic,purgeermiddel
cathedral,kathedraal
catheter,katheter
catholic,Katholiek
catnip,kattenkruid
cattle,vee
caucus,caucus
caudal,staart-
caulk,kalefateren
causal,oorzakelijk
causality,oorzakelijk verband
causation,oorzakelijkheid
caused,veroorzaakt
causeway,dam
caution,voorzichtigheid
cautionary,waarschuwend
cautious,voorzichtig
cautiously,behoedzaam
cavalry,cavalerie
cave,grot
caveat,caveat
cavern,grot
cavernous,hol
cavity,holte
cayenne,cayenne
cease,ophouden
ceaseless,onophoudelijk
cede,afstaan
ceiling,plafond
celebrant,celebrant
celebrated,beroemd
celebrating,vieren
celebration,viering
celebrity,beroemdheid
celestial,hemels
celibacy,celibaat
cell,cel
cellar,kelder
cellular,cellulair
celluloid,celluloïde
cement,cement
cemented,gecementeerd
cemetery,begraafplaats
censor,censor
censure,afkeuring
census,volkstelling
cent,cent
centenary,eeuwfeest
centennial,honderdjarig
center,centrum
centimeter,centimeter
central,centraal
centrality,centraliteit
centralization,centralisatie
centralize,centraliseren
centrally,centraal
centrifugal,centrifugaal
centrifuge,centrifuge
centurion,centurion
century,eeuw
ceramics,keramiek
cereal,cornflakes
cereals,granen
cerebral,hersen-
ceremonial,ceremonieel
ceremony,ceremonie
certainty,zekerheid
certificate,certificaat
certify,waarmerken
cess,ces
cessation,het ophouden
chaff,kaf
chafing,schuren
chagrin,verdriet
chain,keten
chair,stoel
chairman,voorzitter
chairperson,voorzitter
chairwoman,voorzitter
chaise,sjees
chalet,chalet
chalice,kelk
chalk,krijt
challenge,uitdaging
chamber,kamer
chambers,kamers
chameleon,kameleon
champagne,champagne
champion,kampioen
chance,kans
chancellor,kanselier
chandelier,kroonluchter
chandler,kaarsenmaker
change,verandering
changeable,veranderlijk
changed,veranderd
changer,wisselaar
changing,veranderen
channel,kanaal
chant,zingen
chaos,chaos
chaotic,chaotisch
chap,kerel
chapel,kapel
chaplain,kapelaan
chapman,venter
chaps,chaps
chapter,hoofdstuk
char,verkolen
character,karakter
characteristic,karakteristiek
characterize,karakteriseren
charade,charade
charcoal,houtskool
charge,laden
chargeable,laste
charger,lader
chariot,strijdwagen
charitable,liefdadig
charity,liefdadigheid
charm,betoveren
charmed,ingenomen
charmer,tovenaar
charming,charmant
chart,tabel
charter,charter
chartered,gecharterd
chase,achtervolgen
chasm,kloof
chastisement,kastijding
chastity,kuisheid
chat,babbelen
chateau,kasteel
chatter,klapperen
chattering,chattering
chatty,spraakzaam
chauffeur,chauffeur
cheap,goedkoop
cheat,bedriegen
check,controleren
checker,controleur
checkered,geruit
checkers,damspel
checklist,checklist
cheek,wang
cheeks,wangen
cheep,gepiep
cheer,juichen
cheerful,vrolijk
cheerfulness,opgewektheid
cheering,cheering
cheery,vrolijk
cheesecake,kwarktaart
cheetah,cheetah
chemise,vrouwenhemd
chemist,scheikundige
chemistry,chemie
cheque,controleren
cherish,koesteren
cherry,kers
chess,schaakspel
chest,borst
chestnut,kastanje
chevron,chevron
chew,kauwen
chic,chic
chicane,chicane
chicken,kip
chief,chef
chiefly,hoofdzakelijk
chieftain,hoofdman
child,kind
childbirth,bevalling
childhood,jeugd
childish,kinderlijk
chill,kilte
chilly,kil
chime,klokkenspel
chimera,chimera
chimes,klokkenspel
chimney,schoorsteen
china,China
chine,ruggegraat
chinook,chinook
chip,spaander
chipping,chippen
chirp,piepen
chisel,beitel
chit,briefje
chivalry,ridderlijkheid
chloroform,chloroform
chocolate,chocolade
choice,keuze
choir,koor
choke,choke
cholera,cholera
choose,kiezen
choosing,kiezen
chop,hakken
chopping,hakken
chops,karbonades
choral,koor-
chords,akkoorden
chore,karwei
chorus,koor
chosen,uitgekozen
chowder,chowder
christening,doop
chromatic,chromatisch
chromatography,chromatografie
chromosome,chromosome
chronic,chronisch
chronicle,kroniek
chronograph,chronograaf
chronological,chronologisch
chuck,klauwplaat
chuckle,grinniken
chunk,brok
chunky,chunky
church,kerk
churchyard,kerkhof
churn,karnen
chute,chute
chutney,chutney
ciao,ciao
cider,cider
cigar,sigaar
cigarette,sigaret
cinch,cinch
cinder,sintel
cinema,bioscoop
cinematographer,cinematograaf
cinematography,cinematografie
cinnamon,kaneel
cipher,cijfer
circle,cirkel
circling,cirkelen
circuit,circuit
circular,circulaire
circulate,circuleren
circulation,circulatie
circumcision,besnijdenis
circumference,omtrek
circumferential,omtrek
circumscribed,omcirkeld
circumstance,omstandigheid
circumstantial,omstandig
circumvention,omzeiling
circus,circus
cirrus,vederwolk
cistern,regenbak
citadel,citadel
citation,citaat
citizen,burger
citrine,citrien
city,stad
civic,burgerlijk
civil,burgerlijk
civilian,civiel
civility,beleefdheid
civilization,beschaving
civilized,beschaafd
clad,gekleed
claim,vordering
claimant,eiser
clairvoyant,helderziend
clam,clam
clamor,geschreeuw
clamp,klem
clan,stam
clandestine,clandestien
clap,klap
clarify,verduidelijken
clarinet,klarinet
clarion,klaroen
clarity,helderheid
clash,botsing
clashing,botsende
clasp,gesp
class,klasse
classic,klassiek
classical,klassiek
classics,classics
classification,classificatie
classify,classificeren
classmate,medeleerling
clatter,gekletter
clause,clausule
clauses,clausules
claw,klauw
claws,klauwen
clay,klei
clean,schoon
cleaning,schoonmaak
cleanliness,zindelijkheid
cleanly,schoon
cleanse,reinigen
cleansing,reiniging
clearance,opruiming
clearing,opheldering
clearness,duidelijkheid
cleavage,splijting
cleave,klieven
clef,sleutel
cleft,spleet
clemency,genade
clergy,geestelijken
clergyman,predikant
clerical,klerikaal
clerk,klerk
clerkship,klerkenbaantje
clever,knap
cleverness,handigheid
click,klikken
client,klant
clientele,cliënteel
cliff,klif
climate,klimaat
climatology,climatologie
climax,climax
climb,beklimmen
cling,kleven
clip,klem
clipper,klipper
clipping,knipsel
clique,kliek
cloak,mantel
clock,klok
clockwork,uurwerk
clog,verstoppen
cloister,klooster
close,dicht
closed,gesloten
closeness,geslotenheid
closet,kast
closure,sluiting
clot,klonter
cloth,doek
clothe,kleden
clothes,kleren
clothesline,waslijn
clothing,kleding
cloud,wolk
clouded,vertroebeld
cloudiness,bewolking
cloudy,bewolkt
clover,klaver
cloves,kruidnagel
clown,clown
club,club
clubhouse,clubgebouw
clubs,klaveren
clue,aanwijzing
clump,klomp
clumsy,onhandig
cluster,tros
clutch,koppeling
clutches,koppelingen
clutter,rommel
coach,coach
coagulation,stolling
coal,kolen
coalesce,samensmelten
coalition,coalitie
coast,kust
coastal,kust
coaster,kustvaarder
coat,jas
coating,bekleding
coax,overhalen
cobalt,kobalt
cobble,lappen
cobbler,schoenlapper
cobra,cobra
cocaine,cocaïne
cock,pik
cockpit,cockpit
cocktail,cocktail
cocoa,cacao
cocoon,cocon
cod,kabeljauw
code,code
codex,codex
codification,codificatie
codify,codificeren
coefficient,coëfficiënt
coerce,dwingen
coercion,dwang
coercive,dwang-
coexist,naast elkaar bestaan
coexistence,gelijktijdig bestaan
coexisting,coëxisterende
coffee,koffie
coffin,kist
cog,tand
cogent,overtuigend
cognate,verwant
cognition,kennis
cognitive,cognitieve
cohabitation,samenwoning
coherence,samenhang
coherent,samenhangend
cohesion,cohesie
cohesive,samenhangend
cohort,cohorte
coil,spoel
coiled,opgerolde
coin,muntstuk
coinage,muntstelsel
coincide,samenvallen
coincidence,toeval
coincident,samenvallend
coinciding,samenvallen
coke,cokes
cold,koud
coldly,koud
coldness,koelheid
colic,koliek
collaborator,medewerker
collapse,ineenstorting
collar,kraag
collate,vergelijken
collateral,onderpand
collation,vergelijking
colleague,collega
collect,verzamelen
collected,verzamelde
collection,verzameling
collective,collectief
collectively,collectief
collector,verzamelaar
college,college
collegiate,collegiale
collide,in botsing komen
collie,collie
collision,botsing
collocation,plaatsing
colloquial,gemeenzaam
collusion,collusie
colon,dikke darm
colonel,kolonel
colonial,koloniaal
colony,kolonie
colophon,colofon
color,kleur
coloration,kleur
colored,gekleurde
coloring,kleur
colorless,kleurloos
colors,kleuren
colossal,kolossaal
colt,Colt
column,kolom
columnar,zuilvormig
coma,coma
comatose,comateuze
comb,kam
combat,gevecht
combatant,strijder
combative,strijdlustig
combination,combinatie
combinatorial,combinatorisch
combine,combineren
combined,gecombineerde
combustible,brandbaar
combustion,verbranding
comedy,komedie
comet,komeet
comfort,comfort
comforter,trooster
comic,komisch
comical,komisch
coming,komst
comma,komma
command,bevel
commandant,commandant
commander,bevelhebber
commanding,indrukwekkend
commemorate,herdenken
commemoration,herdenking
commemorative,herdenkingsmunt
commence,aanvangen
commend,loven
commendable,aanbevelenswaardig
commensurate,evenredig
comment,commentaar
commentary,commentaar
commentator,commentator
commerce,handel
commercial,commercieel
commissary,commissaris
commission,commissie
commissioner,commissaris
commit,plegen
committal,committal
committed,toegewijd
committee,commissie
commodity,koopwaar
commodore,commodore
common,gemeenschappelijk
commonly,algemeen
commonplace,alledaags
commons,burgerij
commonwealth,gemenebest
commotion,commotie
commune,gemeente
communicable,overdraagbare
communicate,communiceren
communication,mededeling
communicative,mededeelzaam
communion,gemeenschap
communism,communisme
communist,Communist
community,gemeenschap
commutation,commutatie
commutative,commutatieve
commute,omzetten
commuter,commuter
compact,compact
compaction,verdichting
compactness,compactheid
companion,metgezel
companionship,kameraadschap
company,vennootschap
comparable,vergelijkbaar
comparative,vergelijkende
comparatively,betrekkelijk
comparison,vergelijking
compartment,vak
compass,kompas
compassion,mededogen
compassionate,medelijdend
compatibility,verenigbaarheid
compatible,verenigbaar
compel,dwingen
compelled,gedwongen
compelling,dwingende
compendium,compendium
compensate,compenseren
compensation,schadevergoeding
compensatory,compenserende
competence,competentie
competency,competentie
competent,competent
competition,concurrentie
competitive,concurrerend
competitor,concurrent
compilation,compilatie
compile,compileren
complacency,inschikkelijkheid
complacent,zelfvoldaan
complain,klagen
complaint,klacht
complement,complement
complementary,complementair
completed,voltooid
completely,compleet
completeness,volledigheid
completing,voltooien
completion,voltooiing
complex,complex
complexed,gecomplexeerde
complexion,teint
complexity,ingewikkeldheid
compliance,nakoming
compliant,compliant
complicate,compliceren
complicated,ingewikkeld
complication,complicatie
complicity,medeplichtigheid
compliment,compliment
comply,voldoen
complying,voldoen
compo,compo
component,bestanddeel
compose,componeren
composed,gecomponeerd
composer,componist
composite,samengesteld
composition,samenstelling
compost,compost
composure,kalmte
compound,samenstelling
comprehend,begrijpen
comprehension,begrip
comprehensive,uitgebreid
compress,comprimeren
compressed,gecomprimeerde
compressible,samendrukbaar
compression,samendrukking
comprise,omvatten
compromise,compromis
comptroller,controleur
compulsion,dwang
compulsory,verplicht
computable,berekenbaar
computation,berekening
compute,berekenen
computer,computer
comrade,kameraad
con,con
concatenation,aaneenschakeling
concave,concaaf
conceal,verbergen
concealed,verborgen
concealment,verborgenheid
conceit,verwaandheid
conceited,verwaand
conceivable,denkbaar
concentrate,concentreren
concentration,concentratie
concentric,concentrisch
conception,opvatting
concern,betreffen
concerned,bezorgd
concert,concert
concession,concessie
concessional,concessionele
concierge,conciërge
conciliation,verzoening
concise,bondig
conclave,conclave
conclude,concluderen
concluding,afsluitende
conclusion,conclusie
concoction,brouwsel
concomitant,gelijktijdige
concord,eendracht
concordance,concordantie
concours,concours
concourse,toeloop
concrete,beton
concurrence,samenloop
concurrent,gelijktijdig
concurring,concurring
concussion,hersenschudding
condemn,veroordelen
condemnation,veroordeling
condensation,condensatie
condensed,gecondenseerde
condescending,minzaam
condescension,genadigheid
condiment,kruiderij
condition,conditie
conditional,voorwaardelijk
conditionally,voorwaardelijk
conditioned,geconditioneerde
conditions,voorwaarden
condolence,rouwbeklag
condone,vergoelijken
conducive,bevorderlijk
conduct,gedrag
conduction,geleiding
